timestamp,ext_condition1,ext_condition2,ext_condition3,ext_condition4,condition,size,exchange,price
2018-01-04T09:30:00.104,32,95,1,255,1,1698,1,271.200
2018-01-04T09:30:00.157,32,62,255,255,62,323695,7,271.220
2018-01-04T09:30:00.157,32,255,255,66,66,323695,7,271.220
2018-01-04T09:30:00.229,32,95,255,255,95,800,17,271.210
2018-01-04T09:30:00.238,32,95,255,255,95,900,65,271.220
2018-01-04T09:30:00.26,32,124,255,124,124,600,57,271.210
2018-01-04T09:30:00.264,32,124,255,124,124,3200,57,271.210
2018-01-04T09:30:00.272,32,124,255,124,124,800,57,271.2099
2018-01-04T09:30:00.572,32,95,1,255,1,600,1,271.220
2018-01-04T09:30:00.573,32,95,255,255,95,500,17,271.210
2018-01-04T09:30:00.587,32,255,255,255,0,560,17,271.210
2018-01-04T09:30:00.674,32,95,255,255,95,1798,7,271.200
2018-01-04T09:30:00.68,32,95,255,255,95,1167,60,271.220
2018-01-04T09:30:00.68,32,95,255,255,95,1000,63,271.230
2018-01-04T09:30:00.681,32,95,255,255,95,1000,60,271.220
2018-01-04T09:30:00.681,32,95,255,255,95,800,64,271.230
2018-01-04T09:30:00.681,32,95,255,255,95,1900,65,271.220
2018-01-04T09:30:00.681,32,95,255,255,95,1000,11,271.230
2018-01-04T09:30:00.681,32,95,255,255,95,500,1,271.220
2018-01-04T09:30:00.681,32,95,255,255,95,600,1,271.220
2018-01-04T09:30:00.696,32,95,255,255,95,10000,17,271.220
2018-01-04T09:30:00.716,32,255,255,255,0,1200,7,271.220
2018-01-04T09:30:00.727,32,255,255,255,0,605,7,271.220
2018-01-04T09:30:00.761,32,255,255,255,0,1000,63,271.230
2018-01-04T09:30:00.761,32,255,255,255,0,800,60,271.230
2018-01-04T09:30:00.762,32,255,255,255,0,1000,11,271.230
2018-01-04T09:30:00.762,32,255,255,255,0,500,11,271.230
2018-01-04T09:30:00.762,32,255,255,255,0,1000,65,271.230
2018-01-04T09:30:00.762,32,255,255,255,0,1000,65,271.230
2018-01-04T09:30:00.778,32,95,255,255,95,1488,7,271.210
2018-01-04T09:30:00.778,32,95,255,255,95,1000,60,271.210
2018-01-04T09:30:00.778,32,95,255,255,95,1000,1,271.210
2018-01-04T09:30:00.779,32,255,255,255,0,1295,7,271.210
2018-01-04T09:30:00.801,32,95,255,255,95,1000,63,271.230
2018-01-04T09:30:00.833,32,255,255,255,0,1000,1,271.230
2018-01-04T09:30:00.878,32,95,255,255,95,994,11,271.230
2018-01-04T09:30:00.908,32,255,255,255,0,700,60,271.230
2018-01-04T09:30:00.908,32,255,255,255,0,1000,60,271.230
2018-01-04T09:30:00.948,32,255,255,255,0,1000,65,271.230
2018-01-04T09:30:00.948,32,95,255,255,95,800,7,271.230
2018-01-04T09:30:00.969,32,95,255,255,95,500,7,271.210
2018-01-04T09:30:00.969,32,95,255,255,95,788,60,271.210
