symbol,expiration,strike,right,timestamp,bid,ask,delta,theta,vega,rho,epsilon,lambda,gamma,vanna,charm,vomma,veta,vera,speed,zomma,color,ultima,d1,d2,dual_delta,dual_gamma,implied_vol,iv_error,underlying_timestamp,underlying_price
SPY,20190111,257.5,PUT,2019-01-11T13:14:00,0.21,0.23,-0.284,-1.8135,1.5554,-0.0232,0.0231,-334.5463,0.274,-0.7117,302.0125,1.864,-0.001,0.0,0.0,0.0,0.0,-18.5145,0.5707,0.5659,0.2857,0.0,0.2695,-0.0033,2019-01-11T13:14:00,258.2
SPY,20190111,257.5,PUT,2019-01-11T13:15:00,0.21,0.23,-0.2876,-1.8164,1.5598,-0.0233,0.0233,-336.5498,0.2785,-0.7079,299.9717,1.8142,-0.001,0.0,0.0,0.0,0.0,-18.2315,0.5602,0.5555,0.2892,0.0,0.2675,0.003,2019-01-11T13:15:00,258.18
SPY,20190111,257.5,PUT,2019-01-11T13:16:00,0.23,0.24,-0.303,-1.8244,1.5923,-0.0244,0.0244,-338.8136,0.2926,-0.682,284.2405,1.6039,-0.001,0.0,0.0,0.0,0.0,-16.7701,0.5157,0.5111,0.3046,0.0,0.2617,0.0036,2019-01-11T13:16:00,258.11
SPY,20190111,257.5,PUT,2019-01-11T13:17:00,0.2,0.22,-0.2795,-1.7895,1.5293,-0.0224,0.0223,-344.5214,0.2784,-0.7339,312.5747,1.9498,-0.0011,0.0,0.0,0.0,0.0,-19.5363,0.5842,0.5796,0.281,0.0,0.2656,-0.0024,2019-01-11T13:17:00,258.2
SPY,20190111,257.5,PUT,2019-01-11T13:18:00,0.19,0.21,-0.2681,-1.7848,1.4938,-0.0214,0.0213,-345.403,0.2696,-0.7503,326.4061,2.1043,-0.0011,0.0,0.0,0.0,0.0,-20.4585,0.6185,0.6138,0.2696,0.0,0.2695,0.0022,2019-01-11T13:18:00,258.25
SPY,20190111,257.5,PUT,2019-01-11T13:19:00,0.18,0.2,-0.2629,-1.7344,1.4747,-0.0208,0.0208,-356.4618,0.2737,-0.779,333.5715,2.2328,-0.0011,0.0,0.0,0.0,0.0,-22.0242,0.6341,0.6295,0.2644,0.0,0.2636,0.0028,2019-01-11T13:19:00,258.25
SPY,20190111,257.5,PUT,2019-01-11T13:20:00,0.2,0.21,-0.2695,-1.8008,1.4885,-0.0212,0.0211,-346.929,0.272,-0.747,329.0126,2.067,-0.0011,0.0,0.0,0.0,0.0,-20.1371,0.6141,0.6094,0.2711,0.0,0.2695,0.0032,2019-01-11T13:20:00,258.24
SPY,20190111,257.5,PUT,2019-01-11T13:21:00,0.22,0.23,-0.2919,-1.8564,1.5418,-0.0228,0.0228,-342.3105,0.2868,-0.6993,306.3816,1.7194,-0.001,0.0,0.0,0.0,0.0,-17.4314,0.5475,0.5429,0.2935,0.0,0.2666,0.0009,2019-01-11T13:21:00,258.15
SPY,20190111,257.5,PUT,2019-01-11T13:22:00,0.22,0.24,-0.3056,-1.8659,1.5688,-0.0237,0.0237,-344.1171,0.2993,-0.6747,291.8711,1.5345,-0.0009,0.0,0.0,0.0,0.0,-16.0895,0.5082,0.5036,0.3072,0.0,0.2617,-0.0033,2019-01-11T13:22:00,258.09
SPY,20190111,257.5,PUT,2019-01-11T13:23:00,0.22,0.24,-0.3074,-1.8695,1.5679,-0.0237,0.0237,-345.768,0.3022,-0.6721,291.4989,1.5084,-0.0009,0.0,0.0,0.0,0.0,-15.9049,0.5031,0.4986,0.309,0.0,0.2607,-0.0022,2019-01-11T13:23:00,258.08
SPY,20190111,257.5,PUT,2019-01-11T13:24:00,0.24,0.25,-0.3166,-1.9065,1.5828,-0.0243,0.0242,-341.8142,0.3059,-0.6428,281.5182,1.3633,-0.0009,0.0,0.0,0.0,0.0,-14.4535,0.477,0.4725,0.3182,0.0,0.2617,-0.0039,2019-01-11T13:24:00,258.05
SPY,20190111,257.5,PUT,2019-01-11T13:25:00,0.25,0.27,-0.3399,-1.9527,1.6231,-0.0259,0.0258,-336.1937,0.3183,-0.5756,251.5689,1.0523,-0.0007,0.0,0.0,0.0,0.0,-11.4711,0.4126,0.4081,0.3415,0.0,0.2597,0.0032,2019-01-11T13:25:00,257.97
SPY,20190111,257.5,PUT,2019-01-11T13:26:00,0.26,0.28,-0.3392,-2.0389,1.6167,-0.0257,0.0256,-324.1079,0.3064,-0.5546,254.1171,1.015,-0.0007,0.0,0.0,0.0,0.0,-10.6198,0.4144,0.4097,0.3409,0.0,0.2705,0.0002,2019-01-11T13:26:00,257.99
SPY,20190111,257.5,PUT,2019-01-11T13:27:00,0.25,0.27,-0.334,-2.0113,1.6018,-0.0251,0.025,-330.7473,0.3089,-0.5768,263.2151,1.0887,-0.0007,0.0,0.0,0.0,0.0,-11.4667,0.4287,0.4241,0.3357,0.0,0.2675,0.0022,2019-01-11T13:27:00,258.0
SPY,20190111,257.5,PUT,2019-01-11T13:28:00,0.24,0.26,-0.3224,-2.0043,1.5742,-0.0241,0.024,-333.942,0.3033,-0.6073,281.1206,1.2281,-0.0008,0.0,0.0,0.0,0.0,-12.7122,0.4608,0.4562,0.324,0.0,0.2695,-0.0033,2019-01-11T13:28:00,258.04
SPY,20190111,257.5,PUT,2019-01-11T13:29:00,0.22,0.23,-0.3033,-1.8881,1.5285,-0.0225,0.0224,-355.6481,0.3075,-0.6865,308.4726,1.5459,-0.0009,0.0,0.0,0.0,0.0,-16.291,0.5147,0.5103,0.3048,0.0,0.2597,0.0006,2019-01-11T13:29:00,258.08
SPY,20190111,257.5,PUT,2019-01-11T13:30:00,0.22,0.23,-0.2967,-1.9395,1.5085,-0.0219,0.0218,-347.8922,0.2954,-0.6818,318.9954,1.5873,-0.0009,0.0,0.0,0.0,0.0,-16.0626,0.5338,0.5293,0.2982,0.0,0.2685,0.0006,2019-01-11T13:30:00,258.12
SPY,20190111,257.5,PUT,2019-01-11T13:31:00,0.22,0.23,-0.2967,-1.9533,1.5036,-0.0217,0.0217,-347.7694,0.2953,-0.6792,321.0777,1.5755,-0.0009,0.0,0.0,0.0,0.0,-15.8859,0.5337,0.5291,0.2983,0.0,0.2695,0.0012,2019-01-11T13:31:00,258.12
SPY,20190111,257.5,PUT,2019-01-11T13:32:00,0.22,0.23,-0.2936,-1.9859,1.4913,-0.0214,0.0213,-344.0308,0.2896,-0.6753,327.2525,1.5879,-0.0009,0.0,0.0,0.0,0.0,-15.6698,0.5428,0.5382,0.2951,0.0,0.2744,0.0014,2019-01-11T13:32:00,258.14
SPY,20190111,257.5,PUT,2019-01-11T13:33:00,0.2,0.22,-0.2828,-1.9722,1.4605,-0.0204,0.0204,-347.2697,0.2834,-0.6973,342.8002,1.7295,-0.0009,0.0,0.0,0.0,0.0,-16.7267,0.5743,0.5697,0.2844,0.0,0.2763,0.0013,2019-01-11T13:33:00,258.18
SPY,20190111,257.5,PUT,2019-01-11T13:34:00,0.2,0.21,-0.2873,-1.8661,1.4661,-0.0206,0.0205,-370.1704,0.3061,-0.7334,339.761,1.771,-0.001,0.0,0.0,0.0,0.0,-18.3917,0.5612,0.5569,0.2887,0.0,0.2587,0.0016,2019-01-11T13:34:00,258.12
SPY,20190111,257.5,PUT,2019-01-11T13:35:00,0.19,0.21,-0.2795,-1.9255,1.4423,-0.0199,0.0199,-360.0061,0.291,-0.7234,351.5894,1.8122,-0.0009,0.0,0.0,0.0,0.0,-17.8941,0.5841,0.5797,0.281,0.0,0.2695,0.0023,2019-01-11T13:35:00,258.17
SPY,20190111,257.5,PUT,2019-01-11T13:36:00,0.22,0.23,-0.3104,-1.9382,1.5077,-0.022,0.0219,-363.8841,0.3205,-0.6713,313.8984,1.4182,-0.0008,0.0,0.0,0.0,0.0,-15.1698,0.4945,0.4903,0.3119,0.0,0.2578,0.0006,2019-01-11T13:36:00,258.04
SPY,20190111,257.5,PUT,2019-01-11T13:37:00,0.19,0.21,-0.2826,-1.9351,1.4399,-0.0199,0.0198,-363.7761,0.2968,-0.721,352.7036,1.765,-0.0009,0.0,0.0,0.0,0.0,-17.6256,0.5749,0.5704,0.2841,0.0,0.2675,0.0029,2019-01-11T13:37:00,258.15
SPY,20190111,257.5,PUT,2019-01-11T13:38:00,0.17,0.2,-0.2588,-1.8866,1.3737,-0.0181,0.018,-370.5745,0.2808,-0.7657,382.9837,2.1021,-0.001,0.0,0.0,0.0,0.0,-20.0134,0.6467,0.6423,0.2603,0.0,0.2714,0.0022,2019-01-11T13:38:00,258.24
SPY,20190111,257.5,PUT,2019-01-11T13:39:00,0.19,0.21,-0.2827,-1.9632,1.4299,-0.0196,0.0195,-363.6692,0.2967,-0.7156,357.6679,1.7391,-0.0009,0.0,0.0,0.0,0.0,-17.2426,0.5747,0.5703,0.2842,0.0,0.2695,0.0034,2019-01-11T13:39:00,258.15
SPY,20190111,257.5,PUT,2019-01-11T13:40:00,0.18,0.2,-0.2754,-1.9104,1.407,-0.0189,0.0189,-375.0396,0.2995,-0.747,369.249,1.8768,-0.0009,0.0,0.0,0.0,0.0,-18.7726,0.5963,0.5919,0.2769,0.0,0.2646,-0.0019,2019-01-11T13:40:00,258.16
SPY,20190111,257.5,PUT,2019-01-11T13:41:00,0.16,0.18,-0.2515,-1.8583,1.3389,-0.0172,0.0171,-382.1887,0.2826,-0.7897,399.227,2.2208,-0.001,0.0,0.0,0.0,0.0,-21.1255,0.6695,0.6652,0.2529,0.0,0.2685,-0.0001,2019-01-11T13:41:00,258.25
SPY,20190111,257.5,PUT,2019-01-11T13:42:00,0.16,0.18,-0.2477,-1.8976,1.3236,-0.0168,0.0168,-375.8349,0.2744,-0.7775,406.0457,2.2173,-0.001,0.0,0.0,0.0,0.0,-20.4409,0.6814,0.6769,0.2492,0.0,0.2753,0.0016,2019-01-11T13:42:00,258.28
SPY,20190111,257.5,PUT,2019-01-11T13:43:00,0.16,0.17,-0.2361,-1.8558,1.285,-0.0159,0.0159,-382.9277,0.2682,-0.7992,420.5255,2.3956,-0.001,0.0,0.0,0.0,0.0,-21.6313,0.7187,0.7142,0.2375,0.0,0.2753,-0.0043,2019-01-11T13:43:00,258.32
SPY,20190111,257.5,PUT,2019-01-11T13:44:00,0.16,0.17,-0.2369,-1.8792,1.2826,-0.0158,0.0158,-381.2494,0.2678,-0.7922,422.9142,2.358,-0.001,0.0,0.0,0.0,0.0,-21.1717,0.7162,0.7118,0.2382,0.0,0.2773,0.0032,2019-01-11T13:44:00,258.32
SPY,20190111,257.5,PUT,2019-01-11T13:45:00,0.14,0.16,-0.2275,-1.8187,1.2497,-0.0151,0.0151,-392.9181,0.2666,-0.8195,434.5965,2.534,-0.001,0.0,0.0,0.0,0.0,-22.6647,0.7467,0.7424,0.2289,0.0,0.2734,-0.0023,2019-01-11T13:45:00,258.34
SPY,20190111,257.5,PUT,2019-01-11T13:46:00,0.15,0.17,-0.2403,-1.8809,1.283,-0.0158,0.0158,-387.8537,0.2758,-0.7974,425.9046,2.3191,-0.001,0.0,0.0,0.0,0.0,-21.2529,0.7052,0.7008,0.2416,0.0,0.2734,0.0003,2019-01-11T13:46:00,258.29
SPY,20190111,257.5,PUT,2019-01-11T13:47:00,0.16,0.17,-0.2427,-1.8778,1.2851,-0.0159,0.0158,-392.3077,0.2814,-0.8015,426.6798,2.2967,-0.001,0.0,0.0,0.0,0.0,-21.3672,0.6974,0.6931,0.2441,0.0,0.2705,-0.0011,2019-01-11T13:47:00,258.27
SPY,20190111,257.5,PUT,2019-01-11T13:48:00,0.14,0.16,-0.2327,-1.8355,1.2512,-0.0151,0.015,-400.4005,0.277,-0.8228,439.8001,2.4579,-0.001,0.0,0.0,0.0,0.0,-22.5298,0.7297,0.7255,0.234,0.0,0.2695,0.001,2019-01-11T13:48:00,258.3
SPY,20190111,257.5,PUT,2019-01-11T13:49:00,0.13,0.15,-0.2199,-1.7978,1.2074,-0.0141,0.0141,-405.8938,0.2673,-0.8376,454.5308,2.6389,-0.001,0.0,0.0,0.0,0.0,-23.3942,0.7724,0.7681,0.2211,0.0,0.2714,-0.0001,2019-01-11T13:49:00,258.35
SPY,20190111,257.5,PUT,2019-01-11T13:50:00,0.16,0.17,-0.2506,-1.8687,1.2921,-0.016,0.016,-406.0452,0.2994,-0.8126,428.0711,2.219,-0.001,0.0,0.0,0.0,0.0,-21.6262,0.6724,0.6683,0.2519,0.0,0.2617,-0.0038,2019-01-11T13:50:00,258.21
SPY,20190111,257.5,PUT,2019-01-11T13:51:00,0.15,0.17,-0.2459,-1.9269,1.2744,-0.0156,0.0155,-395.3003,0.2867,-0.7925,436.5758,2.204,-0.0009,0.0,0.0,0.0,0.0,-20.5444,0.6873,0.683,0.2472,0.0,0.2714,0.0041,2019-01-11T13:51:00,258.25
SPY,20190111,257.5,PUT,2019-01-11T13:52:00,0.13,0.14,-0.2162,-1.7297,1.1819,-0.0136,0.0136,-429.6965,0.2789,-0.8779,468.2591,2.7777,-0.0011,0.0,0.0,0.0,0.0,-25.4314,0.7848,0.7807,0.2174,0.0,0.2607,0.0001,2019-01-11T13:52:00,258.32
SPY,20190111,257.5,PUT,2019-01-11T13:53:00,0.13,0.14,-0.2151,-1.7509,1.1738,-0.0134,0.0134,-427.2279,0.276,-0.8697,472.8424,2.7544,-0.001,0.0,0.0,0.0,0.0,-24.8763,0.7886,0.7845,0.2163,0.0,0.2636,0.0007,2019-01-11T13:53:00,258.33
SPY,20190111,257.5,PUT,2019-01-11T13:54:00,0.13,0.15,-0.2236,-1.8507,1.1954,-0.0138,0.0138,-411.8153,0.2752,-0.8319,469.3849,2.5284,-0.001,0.0,0.0,0.0,0.0,-22.5932,0.7598,0.7556,0.2249,0.0,0.2714,0.0021,2019-01-11T13:54:00,258.32
SPY,20190111,257.5,PUT,2019-01-11T13:55:00,0.12,0.14,-0.2129,-1.7935,1.1575,-0.0131,0.013,-422.54,0.2705,-0.8539,482.1962,2.7091,-0.001,0.0,0.0,0.0,0.0,-23.8137,0.7963,0.7921,0.2141,0.0,0.2695,0.0014,2019-01-11T13:55:00,258.35
SPY,20190111,257.5,PUT,2019-01-11T13:56:00,0.13,0.15,-0.2258,-1.862,1.1922,-0.0137,0.0137,-416.9551,0.281,-0.8346,475.0339,2.4926,-0.001,0.0,0.0,0.0,0.0,-22.533,0.7527,0.7485,0.227,0.0,0.2695,-0.0008,2019-01-11T13:56:00,258.3
SPY,20190111,257.5,PUT,2019-01-11T13:57:00,0.13,0.15,-0.2265,-1.8866,1.1896,-0.0137,0.0136,-415.2368,0.2806,-0.8274,478.2333,2.4534,-0.0009,0.0,0.0,0.0,0.0,-22.0514,0.7503,0.7461,0.2277,0.0,0.2714,0.0064,2019-01-11T13:57:00,258.3
SPY,20190111,257.5,PUT,2019-01-11T13:58:00,0.12,0.14,-0.2105,-1.8495,1.1362,-0.0126,0.0126,-418.4689,0.2653,-0.8358,495.949,2.6469,-0.0009,0.0,0.0,0.0,0.0,-22.567,0.8045,0.8002,0.2117,0.0,0.2763,0.0,2019-01-11T13:58:00,258.37
SPY,20190111,257.5,PUT,2019-01-11T13:59:00,0.12,0.14,-0.2104,-1.8631,1.1311,-0.0125,0.0125,-418.7915,0.2653,-0.833,500.1651,2.6288,-0.0009,0.0,0.0,0.0,0.0,-22.3267,0.8049,0.8007,0.2116,0.0,0.2773,-0.0014,2019-01-11T13:59:00,258.37
SPY,20190111,257.5,PUT,2019-01-11T14:00:00,0.12,0.14,-0.2153,-1.856,1.1416,-0.0127,0.0127,-426.7373,0.276,-0.8444,500.3409,2.5969,-0.0009,0.0,0.0,0.0,0.0,-22.7906,0.7878,0.7837,0.2165,0.0,0.2714,0.0029,2019-01-11T14:00:00,258.33
SPY,20190111,257.5,PUT,2019-01-11T14:01:00,0.15,0.17,-0.2551,-2.0157,1.2478,-0.0149,0.0149,-412.7554,0.309,-0.7855,462.2538,2.0091,-0.0009,0.0,0.0,0.0,0.0,-19.2912,0.6584,0.6543,0.2564,0.0,0.2675,-0.0025,2019-01-11T14:01:00,258.18
SPY,20190111,257.5,PUT,2019-01-11T14:02:00,0.12,0.14,-0.2139,-1.8916,1.1279,-0.0124,0.0124,-425.031,0.2733,-0.8343,510.0237,2.5599,-0.0009,0.0,0.0,0.0,0.0,-22.0773,0.7926,0.7885,0.2151,0.0,0.2753,0.0005,2019-01-11T14:02:00,258.34
SPY,20190111,257.5,PUT,2019-01-11T14:03:00,0.12,0.14,-0.2135,-1.9244,1.1217,-0.0123,0.0122,-421.1265,0.2703,-0.8232,514.7722,2.5202,-0.0009,0.0,0.0,0.0,0.0,-21.4087,0.7942,0.79,0.2147,0.0,0.2792,0.0076,2019-01-11T14:03:00,258.35
SPY,20190111,257.5,PUT,2019-01-11T14:04:00,0.12,0.14,-0.2159,-1.9041,1.1241,-0.0123,0.0123,-430.6211,0.2791,-0.8376,517.1843,2.5268,-0.0009,0.0,0.0,0.0,0.0,-22.0431,0.786,0.7819,0.2171,0.0,0.2734,-0.0036,2019-01-11T14:04:00,258.32
SPY,20190111,257.5,PUT,2019-01-11T14:05:00,0.13,0.15,-0.2266,-1.9938,1.1504,-0.0128,0.0128,-420.3225,0.2841,-0.8099,511.5416,2.3208,-0.0009,0.0,0.0,0.0,0.0,-20.4227,0.75,0.7459,0.2278,0.0,0.2773,-0.0053,2019-01-11T14:05:00,258.29
SPY,20190111,257.5,PUT,2019-01-11T14:06:00,0.12,0.13,-0.21,-1.8361,1.0966,-0.0117,0.0117,-450.7657,0.2852,-0.8706,531.3285,2.6699,-0.0009,0.0,0.0,0.0,0.0,-23.6542,0.8061,0.8022,0.2112,0.0,0.2656,0.0032,2019-01-11T14:06:00,258.31
SPY,20190111,257.5,PUT,2019-01-11T14:07:00,0.12,0.13,-0.2126,-1.816,1.0994,-0.0118,0.0118,-461.3853,0.2951,-0.8868,533.9245,2.6778,-0.0009,0.0,0.0,0.0,0.0,-24.4041,0.7973,0.7935,0.2137,0.0,0.2597,-0.0081,2019-01-11T14:07:00,258.28
SPY,20190111,257.5,PUT,2019-01-11T14:08:00,0.12,0.13,-0.2085,-1.8719,1.0824,-0.0115,0.0114,-449.1012,0.2824,-0.8599,542.0799,2.6308,-0.0009,0.0,0.0,0.0,0.0,-22.8887,0.8113,0.8074,0.2097,0.0,0.2695,-0.0002,2019-01-11T14:08:00,258.32
SPY,20190111,257.5,PUT,2019-01-11T14:59:00,0.1,0.11,-0.202,-2.9597,0.7837,-0.006,0.006,-516.799,0.3161,-0.7306,1006.2551,1.6954,-0.0004,0.0,0.0,0.0,0.0,-12.2118,0.8341,0.8306,0.203,0.0,0.3203,0.0098,2019-01-11T14:59:00,258.24
SPY,20190111,257.5,PUT,2019-01-11T15:05:00,0.11,0.12,-0.2116,-3.1795,0.7989,-0.0062,0.0062,-496.0606,0.316,-0.695,1008.864,1.5352,-0.0004,0.0,0.0,0.0,0.0,-10.921,0.8005,0.797,0.2127,0.0,0.332,0.0018,2019-01-11T15:05:00,258.23
SPY,20190111,258.0,PUT,2019-01-11T09:31:00,1.01,1.03,-0.5615,-1.5286,2.763,-0.1078,0.107,-141.8543,0.1869,0.2137,-44.5865,0.232,0.0019,0.0,0.0,0.0,-0.0003,-2.2967,-0.1548,-0.163,0.5647,0.0,0.3007,0.0,2019-01-11T09:31:00,257.66
SPY,20190111,258.0,PUT,2019-01-11T09:32:00,1.07,1.1,-0.5824,-1.5098,2.7318,-0.1115,0.1107,-138.9972,0.186,0.2815,-58.3239,0.4098,0.0022,0.0,0.0,0.0,-0.0003,-4.0419,-0.208,-0.2162,0.5855,0.0,0.2998,-0.0007,2019-01-11T09:32:00,257.55
SPY,20190111,258.0,PUT,2019-01-11T09:33:00,1.09,1.14,-0.589,-1.5206,2.7178,-0.1125,0.1116,-136.719,0.1838,0.2998,-62.78,0.4717,0.0023,0.0,0.0,0.0,-0.0003,-4.5946,-0.2251,-0.2333,0.5922,0.0,0.3027,-0.0004,2019-01-11T09:33:00,257.51
SPY,20190111,258.0,PUT,2019-01-11T09:34:00,0.97,1.01,-0.55,-1.554,2.7642,-0.1048,0.1041,-143.1773,0.1868,0.175,-37.296,0.1538,0.0017,0.0,0.0,0.0,-0.0003,-1.5159,-0.1258,-0.134,0.5533,0.0,0.3032,0.0001,2019-01-11T09:34:00,257.72
SPY,20190111,258.0,PUT,2019-01-11T09:35:00,0.97,0.99,-0.5507,-1.538,2.7601,-0.1046,0.1039,-144.8921,0.1892,0.1791,-37.8305,0.1594,0.0017,0.0,0.0,0.0,-0.0003,-1.5879,-0.1275,-0.1357,0.5539,0.0,0.2998,-0.0003,2019-01-11T09:35:00,257.72
SPY,20190111,258.0,PUT,2019-01-11T09:36:00,1.01,1.05,-0.5629,-1.5577,2.7435,-0.1067,0.1059,-140.6965,0.1856,0.2156,-46.1286,0.2382,0.0019,0.0,0.0,0.0,-0.0003,-2.3266,-0.1585,-0.1668,0.5662,0.0,0.3046,0.0009,2019-01-11T09:36:00,257.65
SPY,20190111,258.0,PUT,2019-01-11T09:37:00,1.1,1.13,-0.5966,-1.4965,2.691,-0.1127,0.1119,-138.4172,0.187,0.3285,-68.3107,0.5588,0.0024,0.0,0.0,0.0,-0.0002,-5.5149,-0.2447,-0.2527,0.5997,0.0,0.2978,0.0,2019-01-11T09:37:00,257.48
SPY,20190111,258.0,PUT,2019-01-11T09:38:00,1.09,1.11,-0.5851,-1.5492,2.7064,-0.1103,0.1095,-136.9407,0.1836,0.2847,-61.0163,0.425,0.0022,0.0,0.0,0.0,-0.0003,-4.1072,-0.215,-0.2232,0.5883,0.0,0.3056,0.0003,2019-01-11T09:38:00,257.53
SPY,20190111,258.0,PUT,2019-01-11T09:39:00,1.11,1.14,-0.5981,-1.5089,2.6813,-0.1124,0.1116,-137.6236,0.1861,0.3311,-69.6253,0.5704,0.0024,0.0,0.0,0.0,-0.0002,-5.5892,-0.2485,-0.2566,0.6012,0.0,0.2998,-0.0008,2019-01-11T09:39:00,257.47
SPY,20190111,258.0,PUT,2019-01-11T09:40:00,1.11,1.15,-0.602,-1.5068,2.6708,-0.1128,0.112,-137.1572,0.1859,0.343,-72.2906,0.614,0.0025,0.0,0.0,0.0,-0.0002,-6.0051,-0.2585,-0.2665,0.6051,0.0,0.2998,0.0,2019-01-11T09:40:00,257.45
SPY,20190111,258.0,PUT,2019-01-11T09:41:00,0.99,1.01,-0.5608,-1.5417,2.7282,-0.1049,0.1042,-144.5541,0.1903,0.2122,-45.2269,0.2247,0.0019,0.0,0.0,0.0,-0.0002,-2.236,-0.153,-0.161,0.5639,0.0,0.2993,-0.0003,2019-01-11T09:41:00,257.67
SPY,20190111,258.0,PUT,2019-01-11T09:42:00,1.12,1.15,-0.5941,-1.5586,2.6775,-0.1108,0.11,-135.2943,0.1825,0.3108,-67.6111,0.5115,0.0023,0.0,0.0,0.0,-0.0002,-4.893,-0.2383,-0.2465,0.5973,0.0,0.3076,0.0007,2019-01-11T09:42:00,257.48
SPY,20190111,258.0,PUT,2019-01-11T09:43:00,1.19,1.27,-0.6492,-1.3867,2.5537,-0.1206,0.1197,-135.7694,0.1877,0.5056,-102.1885,1.3351,0.0032,0.0,0.0,0.0,-0.0002,-13.2782,-0.3832,-0.3909,0.652,0.0,0.2866,0.0,2019-01-11T09:43:00,257.23
SPY,20190111,258.0,PUT,2019-01-11T09:44:00,1.2,1.24,-0.6298,-1.4859,2.5986,-0.1168,0.1159,-132.7567,0.1824,0.4263,-90.7581,0.9727,0.0028,0.0,0.0,0.0,-0.0002,-9.34,-0.3315,-0.3395,0.6329,0.0,0.3007,0.0006,2019-01-11T09:44:00,257.3
SPY,20190111,258.0,PUT,2019-01-11T09:45:00,1.16,1.19,-0.6179,-1.4936,2.6217,-0.1143,0.1134,-135.8223,0.1856,0.3932,-83.5045,0.8114,0.0027,0.0,0.0,0.0,-0.0002,-7.8968,-0.3001,-0.3081,0.6209,0.0,0.2988,0.0008,2019-01-11T09:45:00,257.37
SPY,20190111,258.0,PUT,2019-01-11T09:46:00,1.07,1.1,-0.5873,-1.5411,2.6746,-0.1084,0.1076,-140.0589,0.1881,0.2956,-63.7548,0.4483,0.0022,0.0,0.0,0.0,-0.0002,-4.391,-0.2207,-0.2287,0.5904,0.0,0.3012,0.0,2019-01-11T09:46:00,257.53
SPY,20190111,258.0,PUT,2019-01-11T09:47:00,0.96,1.01,-0.5649,-1.5132,2.7019,-0.1039,0.1032,-148.6699,0.1964,0.2308,-48.7075,0.2589,0.0019,0.0,0.0,0.0,-0.0002,-2.6377,-0.1634,-0.1712,0.5679,0.0,0.2919,-0.0009,2019-01-11T09:47:00,257.66
SPY,20190111,258.0,PUT,2019-01-11T09:48:00,1.02,1.05,-0.5851,-1.4894,2.671,-0.1074,0.1066,-146.2889,0.1961,0.2995,-62.5891,0.4415,0.0022,0.0,0.0,0.0,-0.0002,-4.4959,-0.2151,-0.2228,0.5881,0.0,0.29,0.0002,2019-01-11T09:48:00,257.56
SPY,20190111,258.0,PUT,2019-01-11T09:49:00,1.05,1.09,-0.5963,-1.491,2.6492,-0.1091,0.1083,-143.5379,0.1938,0.3338,-70.2578,0.5572,0.0024,0.0,0.0,0.0,-0.0002,-5.6102,-0.2439,-0.2517,0.5993,0.0,0.2919,-0.0001,2019-01-11T09:49:00,257.5
SPY,20190111,258.0,PUT,2019-01-11T09:50:00,1.03,1.05,-0.5893,-1.4897,2.6573,-0.1075,0.1068,-145.9487,0.1962,0.3131,-65.7268,0.4832,0.0023,0.0,0.0,0.0,-0.0002,-4.9124,-0.2258,-0.2335,0.5923,0.0,0.29,0.0,2019-01-11T09:50:00,257.54
SPY,20190111,258.0,PUT,2019-01-11T09:51:00,1.17,1.2,-0.6307,-1.4597,2.5725,-0.1147,0.1139,-137.4557,0.1888,0.44,-92.9877,1.0018,0.0028,0.0,0.0,0.0,-0.0002,-9.8705,-0.3339,-0.3416,0.6336,0.0,0.2929,0.0007,2019-01-11T09:51:00,257.32
SPY,20190111,258.0,PUT,2019-01-11T09:52:00,1.2,1.23,-0.6375,-1.462,2.5527,-0.1157,0.1148,-135.5496,0.1867,0.4575,-97.5178,1.0965,0.0029,0.0,0.0,0.0,-0.0002,-10.6846,-0.352,-0.3598,0.6405,0.0,0.2949,0.0001,2019-01-11T09:52:00,257.28
SPY,20190111,258.0,PUT,2019-01-11T09:53:00,1.25,1.3,-0.6479,-1.4776,2.5228,-0.1172,0.1163,-131.3245,0.1815,0.4784,-104.1772,1.2349,0.003,0.0,0.0,0.0,-0.0002,-11.7145,-0.3797,-0.3877,0.6508,0.0,0.3007,-0.0007,2019-01-11T09:53:00,257.21
SPY,20190111,258.0,PUT,2019-01-11T09:54:00,1.23,1.26,-0.6472,-1.4516,2.5212,-0.1168,0.1159,-134.2445,0.1855,0.4858,-104.0424,1.2467,0.003,0.0,0.0,0.0,-0.0002,-12.0672,-0.378,-0.3857,0.6501,0.0,0.2949,0.0002,2019-01-11T09:54:00,257.23
SPY,20190111,258.0,PUT,2019-01-11T09:55:00,1.24,1.27,-0.6516,-1.442,2.5061,-0.1172,0.1164,-134.1146,0.1855,0.5001,-107.0023,1.3216,0.0031,0.0,0.0,0.0,-0.0002,-12.7937,-0.3898,-0.3976,0.6545,0.0,0.2939,-0.0001,2019-01-11T09:55:00,257.21
SPY,20190111,258.0,PUT,2019-01-11T09:56:00,1.35,1.39,-0.6777,-1.4271,2.426,-0.1216,0.1206,-127.2024,0.1768,0.5615,-122.6367,1.7529,0.0033,0.0,0.0,0.0,-0.0002,-16.2763,-0.4615,-0.4693,0.6805,0.0,0.2998,-0.0002,2019-01-11T09:56:00,257.05
