symbol,expiration,strike,right,timestamp,bid,ask,delta,theta,vega,rho,epsilon,lambda,gamma,vanna,charm,vomma,veta,vera,speed,zomma,color,ultima,d1,d2,dual_delta,dual_gamma,implied_vol,iv_error,underlying_timestamp,underlying_price
AAPL,20190118,152.5,PUT,2019-01-15T09:41:00,2.47,2.52,-0.6082,-0.2541,5.4913,-0.8444,0.8221,-36.9344,0.0868,0.3773,-6.8567,1.4827,0.0379,0.0,0.0,0.0,-0.0075,-14.0175,-0.2748,-0.3041,0.6193,0.0,0.3095,0.0,2019-01-15T09:41:00,151.18
AAPL,20190118,152.5,PUT,2019-01-15T09:42:00,2.45,2.49,-0.6109,-0.2496,5.4797,-0.8476,0.8255,-37.3872,0.0879,0.3905,-6.9894,1.573,0.0384,0.0,0.0,0.0,-0.0074,-15.0737,-0.2818,-0.3106,0.6218,0.0,0.3049,0.0001,2019-01-15T09:42:00,151.17
AAPL,20190118,152.5,PUT,2019-01-15T09:43:00,2.43,2.46,-0.6065,-0.2506,5.4983,-0.8414,0.8196,-37.5966,0.0882,0.3773,-6.7668,1.4585,0.0378,0.0,0.0,0.0,-0.0074,-14.0119,-0.2703,-0.2991,0.6174,0.0,0.3049,-0.0001,2019-01-15T09:43:00,151.22
AAPL,20190118,152.5,PUT,2019-01-15T09:44:00,2.32,2.36,-0.5914,-0.2538,5.5582,-0.8208,0.7999,-38.2789,0.0889,0.3309,-5.984,1.0951,0.0361,0.0,0.0,0.0,-0.0075,-10.5992,-0.2312,-0.26,0.6024,0.0,0.3051,-0.0004,2019-01-15T09:44:00,151.39
AAPL,20190118,152.5,PUT,2019-01-15T09:45:00,2.25,2.28,-0.5788,-0.2565,5.6016,-0.8036,0.7834,-38.8135,0.0893,0.2913,-5.3185,0.8297,0.0346,0.0,0.0,0.0,-0.0076,-8.0707,-0.1988,-0.2277,0.5899,0.0,0.3056,-0.0001,2019-01-15T09:45:00,151.53
AAPL,20190118,152.5,PUT,2019-01-15T09:46:00,2.08,2.13,-0.5547,-0.2591,5.6689,-0.7708,0.7521,-40.0849,0.0904,0.216,-4.0224,0.4268,0.0318,0.0,0.0,0.0,-0.0077,-4.2215,-0.1377,-0.1665,0.566,0.0,0.3046,0.0004,2019-01-15T09:46:00,151.8
AAPL,20190118,152.5,PUT,2019-01-15T09:47:00,2.21,2.26,-0.5755,-0.2562,5.611,-0.7987,0.7788,-39.104,0.0897,0.2818,-5.1443,0.7688,0.0342,0.0,0.0,0.0,-0.0076,-7.5151,-0.1904,-0.2192,0.5866,0.0,0.3046,0.0003,2019-01-15T09:47:00,151.57
AAPL,20190118,152.5,PUT,2019-01-15T09:48:00,2.23,2.27,-0.5769,-0.2573,5.6059,-0.8005,0.7804,-38.8523,0.0893,0.285,-5.2208,0.7917,0.0343,0.0,0.0,0.0,-0.0076,-7.6965,-0.1939,-0.2229,0.588,0.0,0.3061,0.0001,2019-01-15T09:48:00,151.55
AAPL,20190118,152.5,PUT,2019-01-15T09:49:00,2.26,2.29,-0.5806,-0.2563,5.5932,-0.8054,0.7851,-38.7444,0.0893,0.297,-5.42,0.8653,0.0347,0.0,0.0,0.0,-0.0076,-8.409,-0.2035,-0.2323,0.5917,0.0,0.3056,0.0002,2019-01-15T09:49:00,151.51
AAPL,20190118,152.5,PUT,2019-01-15T09:50:00,2.18,2.24,-0.5741,-0.2553,5.6136,-0.7963,0.7766,-39.3741,0.0902,0.2787,-5.073,0.7463,0.034,0.0,0.0,0.0,-0.0075,-7.3347,-0.1869,-0.2156,0.5852,0.0,0.3032,0.0002,2019-01-15T09:50:00,151.59
AAPL,20190118,152.5,PUT,2019-01-15T09:51:00,2.05,2.11,-0.5533,-0.2581,5.6695,-0.7679,0.7494,-40.3744,0.0909,0.2121,-3.9448,0.4078,0.0316,0.0,0.0,0.0,-0.0076,-4.0559,-0.134,-0.1626,0.5644,0.0,0.3032,0.0003,2019-01-15T09:51:00,151.82
AAPL,20190118,152.5,PUT,2019-01-15T09:52:00,2.1,2.15,-0.5619,-0.2554,5.6476,-0.7794,0.7605,-40.2281,0.0912,0.2412,-4.4153,0.5392,0.0327,0.0,0.0,0.0,-0.0075,-5.3684,-0.1559,-0.1844,0.573,0.0,0.3012,-0.0001,2019-01-15T09:52:00,151.73
AAPL,20190118,152.5,PUT,2019-01-15T09:53:00,2.12,2.17,-0.5622,-0.2577,5.646,-0.7797,0.7606,-39.8573,0.0904,0.2403,-4.4334,0.5393,0.0326,0.0,0.0,0.0,-0.0076,-5.3225,-0.1566,-0.1853,0.5734,0.0,0.3039,0.0001,2019-01-15T09:53:00,151.72
AAPL,20190118,152.5,PUT,2019-01-15T09:54:00,2.15,2.18,-0.5648,-0.2578,5.6383,-0.7831,0.7638,-39.6726,0.0902,0.2482,-4.5758,0.5805,0.0329,0.0,0.0,0.0,-0.0076,-5.7113,-0.1632,-0.192,0.576,0.0,0.3044,-0.0001,2019-01-15T09:54:00,151.69
AAPL,20190118,152.5,PUT,2019-01-15T09:55:00,2.14,2.19,-0.5625,-0.26,5.6438,-0.7799,0.7606,-39.4972,0.0897,0.2394,-4.4526,0.5395,0.0326,0.0,0.0,0.0,-0.0077,-5.2774,-0.1573,-0.1863,0.5737,0.0,0.3066,0.0002,2019-01-15T09:55:00,151.71
AAPL,20190118,152.5,PUT,2019-01-15T09:56:00,2.3,2.35,-0.5888,-0.2546,5.5604,-0.8153,0.7946,-38.4481,0.0891,0.3231,-5.8646,1.0377,0.0356,0.0,0.0,0.0,-0.0075,-10.0575,-0.2246,-0.2534,0.5999,0.0,0.3051,-0.0003,2019-01-15T09:56:00,151.42
AAPL,20190118,152.5,PUT,2019-01-15T09:57:00,2.3,2.33,-0.5869,-0.2554,5.5667,-0.8125,0.7919,-38.4802,0.0891,0.3167,-5.7644,0.9947,0.0354,0.0,0.0,0.0,-0.0075,-9.635,-0.2197,-0.2485,0.598,0.0,0.3056,0.0,2019-01-15T09:57:00,151.44
AAPL,20190118,152.5,PUT,2019-01-15T09:58:00,2.3,2.33,-0.5869,-0.2554,5.5661,-0.8124,0.7918,-38.4839,0.0891,0.3167,-5.7662,0.9948,0.0354,0.0,0.0,0.0,-0.0075,-9.636,-0.2197,-0.2486,0.598,0.0,0.3056,0.0,2019-01-15T09:58:00,151.44
AAPL,20190118,152.5,PUT,2019-01-15T09:59:00,2.3,2.32,-0.5869,-0.2555,5.5654,-0.8122,0.7916,-38.4876,0.0891,0.3167,-5.7679,0.9949,0.0354,0.0,0.0,0.0,-0.0075,-9.6371,-0.2197,-0.2486,0.598,0.0,0.3056,-0.0001,2019-01-15T09:59:00,151.44
AAPL,20190118,152.5,PUT,2019-01-15T10:00:00,2.22,2.28,-0.5757,-0.2591,5.6023,-0.7969,0.7769,-38.7698,0.089,0.2801,-5.1708,0.7649,0.034,0.0,0.0,0.0,-0.0076,-7.4057,-0.1909,-0.2199,0.5869,0.0,0.3076,0.0002,2019-01-15T10:00:00,151.56
AAPL,20190118,152.5,PUT,2019-01-15T10:01:00,1.95,1.98,-0.5312,-0.2623,5.7061,-0.7365,0.7191,-41.217,0.0908,0.1396,-2.7331,0.1569,0.029,0.0,0.0,0.0,-0.0077,-1.5893,-0.0783,-0.1071,0.5425,0.0,0.3051,0.0,2019-01-15T10:01:00,152.06
AAPL,20190118,152.5,PUT,2019-01-15T10:02:00,1.85,1.87,-0.5149,-0.2626,5.7258,-0.7143,0.6977,-42.1506,0.0912,0.0867,-1.8238,0.0466,0.0271,0.0,0.0,0.0,-0.0077,-0.511,-0.0374,-0.0661,0.5262,0.0,0.3041,0.0,2019-01-15T10:02:00,152.24
AAPL,20190118,152.5,PUT,2019-01-15T10:03:00,1.84,1.87,-0.5141,-0.2621,5.726,-0.7129,0.6964,-42.3006,0.0914,0.084,-1.7759,0.0426,0.027,0.0,0.0,0.0,-0.0077,-0.4725,-0.0353,-0.0639,0.5253,0.0,0.3034,0.0002,2019-01-15T10:03:00,152.25
AAPL,20190118,152.5,PUT,2019-01-15T10:04:00,1.8,1.82,-0.5058,-0.2633,5.7317,-0.7016,0.6855,-42.5749,0.0911,0.0567,-1.3123,0.0118,0.0261,0.0,0.0,0.0,-0.0077,-0.168,-0.0145,-0.0432,0.5171,0.0,0.3044,0.0,2019-01-15T10:04:00,152.34
AAPL,20190118,152.5,PUT,2019-01-15T10:05:00,1.76,1.8,-0.4984,-0.2651,5.7347,-0.6916,0.6757,-42.6993,0.0906,0.0326,-0.9012,-0.0018,0.0253,0.0,0.0,0.0,-0.0078,-0.0333,0.0038,-0.025,0.5098,0.0,0.3061,-0.0003,2019-01-15T10:05:00,152.42
AAPL,20190118,152.5,PUT,2019-01-15T10:06:00,1.81,1.85,-0.5094,-0.2632,5.728,-0.7062,0.69,-42.4039,0.0912,0.0687,-1.5178,0.0234,0.0265,0.0,0.0,0.0,-0.0077,-0.2816,-0.0237,-0.0524,0.5207,0.0,0.3044,0.0,2019-01-15T10:06:00,152.3
AAPL,20190118,152.5,PUT,2019-01-15T10:07:00,1.85,1.87,-0.5129,-0.2646,5.7244,-0.7109,0.6944,-41.9955,0.0907,0.0799,-1.7169,0.0373,0.0269,0.0,0.0,0.0,-0.0077,-0.4169,-0.0325,-0.0614,0.5243,0.0,0.3061,0.0,2019-01-15T10:07:00,152.26
AAPL,20190118,152.5,PUT,2019-01-15T10:08:00,1.79,1.82,-0.5039,-0.2637,5.7303,-0.6985,0.6825,-42.6489,0.0911,0.0507,-1.2105,0.0072,0.0259,0.0,0.0,0.0,-0.0077,-0.1226,-0.0099,-0.0387,0.5153,0.0,0.3046,0.0002,2019-01-15T10:08:00,152.36
AAPL,20190118,152.5,PUT,2019-01-15T10:09:00,1.7,1.74,-0.4894,-0.2641,5.734,-0.6786,0.6633,-43.3782,0.091,0.0028,-0.3905,-0.001,0.0243,0.0,0.0,0.0,-0.0077,-0.0402,0.0265,-0.0021,0.5007,0.0,0.3046,0.0004,2019-01-15T10:09:00,152.52
AAPL,20190118,152.5,PUT,2019-01-15T10:10:00,1.73,1.78,-0.4967,-0.2625,5.7322,-0.6883,0.6728,-43.2643,0.0916,0.0268,-0.8017,-0.0031,0.0251,0.0,0.0,0.0,-0.0077,-0.0197,0.0081,-0.0204,0.508,0.0,0.3029,0.0001,2019-01-15T10:10:00,152.44
AAPL,20190118,152.5,PUT,2019-01-15T10:11:00,1.79,1.82,-0.5039,-0.2638,5.7285,-0.6981,0.6821,-42.6625,0.0911,0.0507,-1.2114,0.0072,0.0258,0.0,0.0,0.0,-0.0077,-0.1226,-0.01,-0.0387,0.5153,0.0,0.3046,0.0,2019-01-15T10:11:00,152.36
AAPL,20190118,152.5,PUT,2019-01-15T10:12:00,1.81,1.85,-0.5094,-0.2636,5.7243,-0.7053,0.6891,-42.397,0.0912,0.0686,-1.5194,0.0233,0.0264,0.0,0.0,0.0,-0.0077,-0.281,-0.0237,-0.0524,0.5208,0.0,0.3046,0.0,2019-01-15T10:12:00,152.3
AAPL,20190118,152.5,PUT,2019-01-15T10:13:00,1.83,1.86,-0.5103,-0.2645,5.723,-0.7064,0.69,-42.2222,0.0909,0.0713,-1.5681,0.0264,0.0265,0.0,0.0,0.0,-0.0077,-0.3104,-0.0258,-0.0546,0.5216,0.0,0.3056,0.0003,2019-01-15T10:13:00,152.29
AAPL,20190118,152.5,PUT,2019-01-15T10:14:00,1.8,1.84,-0.5076,-0.2638,5.7244,-0.7026,0.6864,-42.4959,0.0912,0.0626,-1.4175,0.0172,0.0262,0.0,0.0,0.0,-0.0077,-0.2206,-0.0191,-0.0478,0.5189,0.0,0.3046,-0.0002,2019-01-15T10:14:00,152.32
AAPL,20190118,152.5,PUT,2019-01-15T10:15:00,1.84,1.88,-0.512,-0.2659,5.7203,-0.7084,0.6919,-41.9097,0.0904,0.0766,-1.6654,0.033,0.0267,0.0,0.0,0.0,-0.0078,-0.3735,-0.0301,-0.059,0.5234,0.0,0.3073,0.0001,2019-01-15T10:15:00,152.27
AAPL,20190118,152.5,PUT,2019-01-15T10:16:00,2.05,2.09,-0.5503,-0.2609,5.661,-0.7599,0.7416,-40.3614,0.0906,0.2014,-3.8031,0.3649,0.031,0.0,0.0,0.0,-0.0076,-3.6138,-0.1266,-0.1553,0.5616,0.0,0.3051,0.0003,2019-01-15T10:16:00,151.85
AAPL,20190118,152.5,PUT,2019-01-15T10:17:00,2.02,2.06,-0.5481,-0.259,5.6655,-0.7566,0.7385,-40.8059,0.0914,0.1955,-3.6778,0.3383,0.0308,0.0,0.0,0.0,-0.0076,-3.383,-0.1209,-0.1494,0.5592,0.0,0.3027,0.0,2019-01-15T10:17:00,151.88
AAPL,20190118,152.5,PUT,2019-01-15T10:18:00,2.01,2.06,-0.5452,-0.2602,5.6709,-0.7526,0.7346,-40.8175,0.0912,0.1855,-3.518,0.3015,0.0304,0.0,0.0,0.0,-0.0076,-3.0132,-0.1135,-0.1421,0.5564,0.0,0.3037,-0.0004,2019-01-15T10:18:00,151.91
AAPL,20190118,152.5,PUT,2019-01-15T10:19:00,2.15,2.18,-0.5671,-0.2571,5.6169,-0.782,0.7628,-39.8321,0.0908,0.2564,-4.7239,0.6198,0.033,0.0,0.0,0.0,-0.0075,-6.1143,-0.1692,-0.1977,0.5782,0.0,0.3032,-0.0001,2019-01-15T10:19:00,151.67
AAPL,20190118,152.5,PUT,2019-01-15T10:20:00,2.07,2.12,-0.5575,-0.2572,5.6421,-0.7687,0.7502,-40.4996,0.0915,0.2264,-4.1954,0.4682,0.0319,0.0,0.0,0.0,-0.0075,-4.666,-0.1446,-0.173,0.5685,0.0,0.3017,-0.0002,2019-01-15T10:20:00,151.78
AAPL,20190118,152.5,PUT,2019-01-15T10:21:00,2.15,2.2,-0.5701,-0.2559,5.6072,-0.7856,0.7664,-39.8279,0.091,0.2667,-4.8877,0.6735,0.0333,0.0,0.0,0.0,-0.0075,-6.6543,-0.1768,-0.2053,0.5812,0.0,0.3022,0.0004,2019-01-15T10:21:00,151.64
AAPL,20190118,152.5,PUT,2019-01-15T10:22:00,2.14,2.18,-0.5683,-0.2562,5.6119,-0.783,0.7639,-39.9193,0.091,0.2609,-4.7903,0.6417,0.0331,0.0,0.0,0.0,-0.0075,-6.3464,-0.1722,-0.2006,0.5794,0.0,0.3022,-0.0003,2019-01-15T10:22:00,151.66
AAPL,20190118,152.5,PUT,2019-01-15T10:23:00,2.29,2.33,-0.5945,-0.25,5.5243,-0.8178,0.7974,-38.964,0.0906,0.3455,-6.1878,1.1774,0.0362,0.0,0.0,0.0,-0.0073,-11.5702,-0.2391,-0.2673,0.6052,0.0,0.3,-0.0001,2019-01-15T10:23:00,151.38
AAPL,20190118,152.5,PUT,2019-01-15T10:24:00,2.21,2.24,-0.5821,-0.2512,5.5682,-0.801,0.7813,-39.7259,0.0916,0.3077,-5.5323,0.9102,0.0348,0.0,0.0,0.0,-0.0073,-9.0392,-0.2074,-0.2355,0.5929,0.0,0.2988,0.0001,2019-01-15T10:24:00,151.52
AAPL,20190118,152.5,PUT,2019-01-15T10:25:00,2.16,2.21,-0.5757,-0.2522,5.5884,-0.7922,0.7729,-40.0404,0.0918,0.2872,-5.1889,0.7827,0.034,0.0,0.0,0.0,-0.0073,-7.7984,-0.191,-0.2191,0.5866,0.0,0.2988,-0.0001,2019-01-15T10:25:00,151.59
AAPL,20190118,152.5,PUT,2019-01-15T10:26:00,2.14,2.17,-0.5736,-0.2507,5.5946,-0.7891,0.77,-40.4512,0.0926,0.2822,-5.0727,0.7472,0.0338,0.0,0.0,0.0,-0.0073,-7.5066,-0.1855,-0.2134,0.5843,0.0,0.2966,0.0,2019-01-15T10:26:00,151.62
AAPL,20190118,152.5,PUT,2019-01-15T10:27:00,2.2,2.26,-0.5878,-0.2474,5.547,-0.808,0.7883,-39.9282,0.0924,0.3292,-5.8377,1.042,0.0355,0.0,0.0,0.0,-0.0072,-10.4362,-0.222,-0.2498,0.5985,0.0,0.2954,0.0,2019-01-15T10:27:00,151.47
AAPL,20190118,152.5,PUT,2019-01-15T10:28:00,2.2,2.24,-0.5846,-0.2492,5.5576,-0.8036,0.7839,-39.8887,0.0921,0.3174,-5.668,0.9674,0.0351,0.0,0.0,0.0,-0.0073,-9.6571,-0.2137,-0.2417,0.5953,0.0,0.2968,0.0002,2019-01-15T10:28:00,151.5
AAPL,20190118,152.5,PUT,2019-01-15T10:29:00,2.13,2.16,-0.5741,-0.2492,5.5914,-0.7892,0.7702,-40.6782,0.0932,0.2852,-5.1019,0.7604,0.0339,0.0,0.0,0.0,-0.0072,-7.6815,-0.1868,-0.2146,0.5848,0.0,0.2949,0.0,2019-01-15T10:29:00,151.62
AAPL,20190118,152.5,PUT,2019-01-15T10:30:00,2.14,2.19,-0.5767,-0.2493,5.5825,-0.7926,0.7735,-40.4837,0.0929,0.2935,-5.247,0.8105,0.0342,0.0,0.0,0.0,-0.0072,-8.1631,-0.1936,-0.2214,0.5875,0.0,0.2954,-0.0001,2019-01-15T10:30:00,151.59
AAPL,20190118,152.5,PUT,2019-01-15T10:31:00,2.27,2.31,-0.5984,-0.2447,5.5052,-0.8214,0.8011,-39.5652,0.0922,0.3637,-6.3983,1.2908,0.0368,0.0,0.0,0.0,-0.0071,-12.8985,-0.2492,-0.2769,0.6089,0.0,0.2944,-0.0002,2019-01-15T10:31:00,151.36
AAPL,20190118,152.5,PUT,2019-01-15T10:32:00,2.16,2.21,-0.5831,-0.2462,5.5608,-0.8007,0.7814,-40.5225,0.0934,0.3163,-5.5886,0.9463,0.035,0.0,0.0,0.0,-0.0072,-9.579,-0.2099,-0.2374,0.5937,0.0,0.2929,0.0002,2019-01-15T10:32:00,151.53
AAPL,20190118,152.5,PUT,2019-01-15T10:33:00,2.11,2.15,-0.5721,-0.25,5.5949,-0.7859,0.767,-40.7238,0.0931,0.2784,-5.0,0.7222,0.0336,0.0,0.0,0.0,-0.0073,-7.2905,-0.1818,-0.2096,0.5829,0.0,0.2954,0.0002,2019-01-15T10:33:00,151.64
AAPL,20190118,152.5,PUT,2019-01-15T10:34:00,2.11,2.14,-0.5739,-0.2473,5.5893,-0.7879,0.7692,-41.0559,0.094,0.2867,-5.0944,0.7619,0.0339,0.0,0.0,0.0,-0.0072,-7.7608,-0.1864,-0.2138,0.5845,0.0,0.2924,-0.0001,2019-01-15T10:34:00,151.63
AAPL,20190118,152.5,PUT,2019-01-15T10:35:00,2.14,2.18,-0.5767,-0.2496,5.5796,-0.7917,0.7726,-40.4728,0.0929,0.2932,-5.2512,0.809,0.0341,0.0,0.0,0.0,-0.0072,-8.1413,-0.1936,-0.2214,0.5874,0.0,0.2956,0.0001,2019-01-15T10:35:00,151.59
AAPL,20190118,152.5,PUT,2019-01-15T10:36:00,2.16,2.21,-0.5819,-0.2474,5.5624,-0.7984,0.7791,-40.462,0.0932,0.3115,-5.5296,0.9179,0.0348,0.0,0.0,0.0,-0.0072,-9.2667,-0.2068,-0.2345,0.5925,0.0,0.2939,-0.0002,2019-01-15T10:36:00,151.54
AAPL,20190118,152.5,PUT,2019-01-15T10:37:00,2.15,2.19,-0.5799,-0.2481,5.5683,-0.7956,0.7764,-40.4965,0.0932,0.3045,-5.4234,0.8752,0.0345,0.0,0.0,0.0,-0.0072,-8.83,-0.2017,-0.2294,0.5905,0.0,0.2944,0.0002,2019-01-15T10:37:00,151.56
AAPL,20190118,152.5,PUT,2019-01-15T10:38:00,2.18,2.21,-0.5838,-0.2471,5.5548,-0.8006,0.7812,-40.3781,0.0932,0.3176,-5.6329,0.9574,0.035,0.0,0.0,0.0,-0.0072,-9.6559,-0.2117,-0.2393,0.5944,0.0,0.2939,0.0003,2019-01-15T10:38:00,151.52
AAPL,20190118,152.5,PUT,2019-01-15T10:39:00,2.11,2.14,-0.5739,-0.2476,5.5864,-0.7871,0.7684,-41.0446,0.094,0.2864,-5.0984,0.7605,0.0338,0.0,0.0,0.0,-0.0072,-7.7399,-0.1863,-0.2138,0.5845,0.0,0.2927,0.0,2019-01-15T10:39:00,151.63
AAPL,20190118,152.5,PUT,2019-01-15T10:40:00,2.12,2.16,-0.574,-0.25,5.5849,-0.7873,0.7684,-40.6603,0.0931,0.2847,-5.1115,0.7577,0.0338,0.0,0.0,0.0,-0.0072,-7.6415,-0.1868,-0.2145,0.5848,0.0,0.2954,0.0003,2019-01-15T10:40:00,151.62
AAPL,20190118,152.5,PUT,2019-01-15T10:41:00,2.09,2.13,-0.5719,-0.2482,5.591,-0.7842,0.7655,-41.1144,0.094,0.2798,-4.9959,0.7234,0.0336,0.0,0.0,0.0,-0.0072,-7.3637,-0.1814,-0.2089,0.5826,0.0,0.2929,-0.0001,2019-01-15T10:41:00,151.65
AAPL,20190118,152.5,PUT,2019-01-15T10:42:00,2.07,2.12,-0.5669,-0.2502,5.6049,-0.7773,0.7588,-41.1615,0.0937,0.262,-4.7212,0.6291,0.0329,0.0,0.0,0.0,-0.0072,-6.389,-0.1684,-0.1961,0.5776,0.0,0.2944,-0.0003,2019-01-15T10:42:00,151.7
AAPL,20190118,152.5,PUT,2019-01-15T10:43:00,2.03,2.06,-0.5619,-0.2486,5.6179,-0.7703,0.7523,-41.7998,0.0947,0.2476,-4.4479,0.5502,0.0324,0.0,0.0,0.0,-0.0072,-5.6533,-0.1558,-0.1832,0.5725,0.0,0.2917,0.0,2019-01-15T10:43:00,151.76
AAPL,20190118,152.5,PUT,2019-01-15T10:44:00,1.89,1.94,-0.5402,-0.2504,5.6657,-0.741,0.7242,-43.007,0.0955,0.1749,-3.2437,0.2521,0.0298,0.0,0.0,0.0,-0.0072,-2.6382,-0.1009,-0.1282,0.5509,0.0,0.291,-0.0004,2019-01-15T10:44:00,151.99
AAPL,20190118,152.5,PUT,2019-01-15T10:45:00,1.91,1.94,-0.5398,-0.2521,5.6655,-0.7405,0.7236,-42.7367,0.0949,0.1729,-3.2274,0.2471,0.0297,0.0,0.0,0.0,-0.0073,-2.5696,-0.1001,-0.1276,0.5506,0.0,0.2929,0.0,2019-01-15T10:45:00,151.99
AAPL,20190118,152.5,PUT,2019-01-15T10:46:00,1.91,1.94,-0.5376,-0.2541,5.6688,-0.7375,0.7205,-42.5642,0.0943,0.1646,-3.1058,0.2221,0.0294,0.0,0.0,0.0,-0.0073,-2.3006,-0.0945,-0.1222,0.5485,0.0,0.2949,0.0,2019-01-15T10:46:00,152.01
AAPL,20190118,152.5,PUT,2019-01-15T10:47:00,1.91,1.95,-0.5417,-0.252,5.6608,-0.7427,0.7257,-42.6498,0.0949,0.1793,-3.3354,0.2685,0.0299,0.0,0.0,0.0,-0.0073,-2.7869,-0.1049,-0.1324,0.5525,0.0,0.2929,0.0002,2019-01-15T10:47:00,151.97
AAPL,20190118,152.5,PUT,2019-01-15T10:48:00,1.95,1.99,-0.5495,-0.2506,5.6445,-0.7529,0.7355,-42.3732,0.095,0.2057,-3.7668,0.3652,0.0308,0.0,0.0,0.0,-0.0072,-3.7755,-0.1244,-0.1519,0.5602,0.0,0.2922,0.0,2019-01-15T10:48:00,151.89
AAPL,20190118,152.5,PUT,2019-01-15T10:49:00,2.07,2.09,-0.5649,-0.2511,5.606,-0.7735,0.7552,-41.2194,0.0937,0.2552,-4.6219,0.5945,0.0326,0.0,0.0,0.0,-0.0072,-6.0346,-0.1635,-0.1912,0.5757,0.0,0.2949,-0.0002,2019-01-15T10:49:00,151.72
AAPL,20190118,152.5,PUT,2019-01-15T10:50:00,2.06,2.1,-0.5661,-0.2501,5.6022,-0.7749,0.7566,-41.304,0.094,0.2599,-4.6876,0.6166,0.0328,0.0,0.0,0.0,-0.0072,-6.2749,-0.1666,-0.1941,0.5768,0.0,0.2939,-0.0002,2019-01-15T10:50:00,151.71
AAPL,20190118,152.5,PUT,2019-01-15T10:51:00,2.03,2.06,-0.5619,-0.249,5.6131,-0.769,0.751,-41.8006,0.0947,0.2474,-4.4553,0.5493,0.0323,0.0,0.0,0.0,-0.0072,-5.6401,-0.1559,-0.1833,0.5725,0.0,0.2919,0.0,2019-01-15T10:51:00,151.76
