symbol,expiration,strike,right,timestamp,bid,ask,delta,theta,vega,rho,epsilon,lambda,gamma,vanna,charm,vomma,veta,vera,speed,zomma,color,ultima,d1,d2,dual_delta,dual_gamma,implied_vol,iv_error,underlying_timestamp,underlying_price
AAPL,20190118,152.5,PUT,2019-01-15T14:26:00,1.45,1.49,-0.4706,-0.2535,5.5678,-0.6158,0.6035,-48.8845,0.0998,-0.0665,0.7529,0.0686,0.0202,0.0,0.0,0.0,-0.0066,-0.7695,0.0737,0.0476,0.4809,0.0,0.2846,0.0001,2019-01-15T14:26:00,152.71
AAPL,20190118,152.5,PUT,2019-01-15T14:27:00,1.44,1.47,-0.4675,-0.2526,5.5649,-0.6117,0.5995,-49.2341,0.1001,-0.0777,0.9365,0.0885,0.0198,0.0,0.0,0.0,-0.0066,-0.9819,0.0814,0.0554,0.4777,0.0,0.2836,0.0003,2019-01-15T14:27:00,152.74
AAPL,20190118,152.5,PUT,2019-01-15T14:28:00,1.5,1.53,-0.4815,-0.2517,5.5717,-0.6295,0.6168,-48.6677,0.1009,-0.0287,0.1046,0.0185,0.0213,0.0,0.0,0.0,-0.0066,-0.244,0.0462,0.0203,0.4917,0.0,0.2824,0.0,2019-01-15T14:28:00,152.6
AAPL,20190118,152.5,PUT,2019-01-15T14:29:00,1.58,1.62,-0.4986,-0.2527,5.5708,-0.6513,0.6379,-47.5132,0.1007,0.0319,-0.9175,-0.0014,0.0232,0.0,0.0,0.0,-0.0066,-0.0313,0.0032,-0.0227,0.5089,0.0,0.2836,0.0,2019-01-15T14:29:00,152.43
AAPL,20190118,152.5,PUT,2019-01-15T14:30:00,1.62,1.65,-0.5058,-0.2516,5.567,-0.6602,0.6466,-47.295,0.1011,0.057,-1.3403,0.0115,0.024,0.0,0.0,0.0,-0.0066,-0.1696,-0.0145,-0.0404,0.516,0.0,0.2827,-0.0003,2019-01-15T14:30:00,152.36
AAPL,20190118,152.5,PUT,2019-01-15T14:31:00,1.65,1.69,-0.5106,-0.2541,5.5632,-0.6664,0.6524,-46.5453,0.1,0.0737,-1.6311,0.0274,0.0245,0.0,0.0,0.0,-0.0066,-0.3349,-0.0266,-0.0528,0.5209,0.0,0.2856,0.0005,2019-01-15T14:31:00,152.31
AAPL,20190118,152.5,PUT,2019-01-15T14:32:00,1.64,1.68,-0.5107,-0.2524,5.5625,-0.6663,0.6524,-46.8685,0.1007,0.0745,-1.6385,0.0281,0.0245,0.0,0.0,0.0,-0.0066,-0.344,-0.027,-0.053,0.521,0.0,0.2836,0.0,2019-01-15T14:32:00,152.31
AAPL,20190118,152.5,PUT,2019-01-15T14:33:00,1.67,1.7,-0.517,-0.2503,5.5566,-0.6741,0.66,-46.8632,0.1014,0.0969,-2.0082,0.0576,0.0252,0.0,0.0,0.0,-0.0065,-0.6603,-0.0427,-0.0685,0.5271,0.0,0.2817,-0.0001,2019-01-15T14:33:00,152.25
AAPL,20190118,152.5,PUT,2019-01-15T14:34:00,1.66,1.72,-0.519,-0.2502,5.554,-0.6765,0.6623,-46.7578,0.1014,0.104,-2.1293,0.0693,0.0254,0.0,0.0,0.0,-0.0065,-0.7842,-0.0478,-0.0736,0.5292,0.0,0.2817,0.0,2019-01-15T14:34:00,152.23
AAPL,20190118,152.5,PUT,2019-01-15T14:35:00,1.69,1.71,-0.5188,-0.252,5.5535,-0.6762,0.6619,-46.4466,0.1007,0.1029,-2.1195,0.0678,0.0254,0.0,0.0,0.0,-0.0066,-0.7633,-0.0473,-0.0732,0.529,0.0,0.2836,0.0003,2019-01-15T14:35:00,152.23
AAPL,20190118,152.5,PUT,2019-01-15T14:36:00,1.65,1.7,-0.5139,-0.2514,5.5575,-0.6697,0.6557,-46.8846,0.1011,0.0856,-1.8245,0.0416,0.0248,0.0,0.0,0.0,-0.0065,-0.4883,-0.0348,-0.0607,0.5241,0.0,0.2827,-0.0004,2019-01-15T14:36:00,152.28
AAPL,20190118,152.5,PUT,2019-01-15T14:37:00,1.69,1.72,-0.5199,-0.2511,5.5511,-0.6773,0.663,-46.5597,0.1011,0.1071,-2.186,0.0747,0.0255,0.0,0.0,0.0,-0.0065,-0.8391,-0.0501,-0.0759,0.5301,0.0,0.2827,0.0,2019-01-15T14:37:00,152.22
AAPL,20190118,152.5,PUT,2019-01-15T14:38:00,1.77,1.79,-0.5362,-0.2493,5.5286,-0.6978,0.6829,-45.8058,0.1012,0.1646,-3.151,0.2087,0.0274,0.0,0.0,0.0,-0.0065,-2.2591,-0.091,-0.1168,0.5464,0.0,0.2819,0.0001,2019-01-15T14:38:00,152.06
AAPL,20190118,152.5,PUT,2019-01-15T14:39:00,1.68,1.72,-0.5222,-0.2493,5.5474,-0.6797,0.6655,-46.7766,0.1018,0.1155,-2.3193,0.0898,0.0258,0.0,0.0,0.0,-0.0065,-1.0045,-0.0557,-0.0814,0.5323,0.0,0.2807,-0.0004,2019-01-15T14:39:00,152.2
AAPL,20190118,152.5,PUT,2019-01-15T14:40:00,1.77,1.81,-0.5371,-0.25,5.5258,-0.6987,0.6837,-45.6473,0.1009,0.1674,-3.206,0.2175,0.0274,0.0,0.0,0.0,-0.0065,-2.3459,-0.0933,-0.1192,0.5473,0.0,0.2827,-0.0003,2019-01-15T14:40:00,152.05
AAPL,20190118,152.5,PUT,2019-01-15T14:41:00,1.67,1.7,-0.5226,-0.2462,5.5459,-0.6798,0.6657,-47.351,0.1031,0.118,-2.3416,0.0933,0.0258,0.0,0.0,0.0,-0.0064,-1.0546,-0.0568,-0.0821,0.5326,0.0,0.2773,0.0,2019-01-15T14:41:00,152.2
AAPL,20190118,152.5,PUT,2019-01-15T14:42:00,1.61,1.63,-0.5102,-0.2473,5.5567,-0.6638,0.6503,-47.9595,0.103,0.0733,-1.6032,0.0262,0.0244,0.0,0.0,0.0,-0.0064,-0.3294,-0.0256,-0.051,0.5202,0.0,0.2778,0.0003,2019-01-15T14:42:00,152.32
AAPL,20190118,152.5,PUT,2019-01-15T14:43:00,1.61,1.63,-0.5102,-0.2474,5.5561,-0.6637,0.6501,-47.9649,0.103,0.0733,-1.6036,0.0262,0.0244,0.0,0.0,0.0,-0.0064,-0.3295,-0.0256,-0.051,0.5202,0.0,0.2778,0.0002,2019-01-15T14:43:00,152.32
AAPL,20190118,152.5,PUT,2019-01-15T14:44:00,1.57,1.6,-0.503,-0.2468,5.5597,-0.6544,0.6411,-48.5435,0.1033,0.0475,-1.1753,0.0051,0.0236,0.0,0.0,0.0,-0.0064,-0.1019,-0.0077,-0.033,0.513,0.0,0.2768,-0.0004,2019-01-15T14:44:00,152.39
AAPL,20190118,152.5,PUT,2019-01-15T14:45:00,1.61,1.63,-0.5113,-0.2465,5.5541,-0.6648,0.6512,-48.0859,0.1034,0.0774,-1.6698,0.0307,0.0245,0.0,0.0,0.0,-0.0064,-0.3789,-0.0284,-0.0537,0.5213,0.0,0.2768,-0.0001,2019-01-15T14:45:00,152.31
AAPL,20190118,152.5,PUT,2019-01-15T14:46:00,1.58,1.62,-0.5061,-0.2476,5.5568,-0.658,0.6446,-48.2109,0.103,0.0585,-1.3587,0.0125,0.0239,0.0,0.0,0.0,-0.0064,-0.1816,-0.0153,-0.0407,0.5161,0.0,0.2778,-0.0003,2019-01-15T14:46:00,152.36
AAPL,20190118,152.5,PUT,2019-01-15T14:47:00,1.51,1.54,-0.4906,-0.2471,5.5608,-0.6381,0.6254,-49.2602,0.1033,0.0027,-0.4339,-0.0009,0.0221,0.0,0.0,0.0,-0.0064,-0.0366,0.0233,-0.0019,0.5006,0.0,0.2768,-0.0005,2019-01-15T14:47:00,152.51
AAPL,20190118,152.5,PUT,2019-01-15T14:48:00,1.55,1.57,-0.4978,-0.2481,5.5591,-0.6472,0.6342,-48.6406,0.1029,0.0288,-0.8659,-0.0021,0.0229,0.0,0.0,0.0,-0.0064,-0.0234,0.0053,-0.0201,0.5079,0.0,0.278,0.0002,2019-01-15T14:48:00,152.44
AAPL,20190118,152.5,PUT,2019-01-15T14:49:00,1.56,1.58,-0.502,-0.2465,5.557,-0.6523,0.6392,-48.7152,0.1036,0.0439,-1.1158,0.0031,0.0234,0.0,0.0,0.0,-0.0064,-0.081,-0.0052,-0.0304,0.512,0.0,0.2763,0.0004,2019-01-15T14:49:00,152.4
AAPL,20190118,152.5,PUT,2019-01-15T14:50:00,1.57,1.6,-0.5052,-0.2456,5.5549,-0.6561,0.6429,-48.7176,0.104,0.0554,-1.3046,0.0101,0.0238,0.0,0.0,0.0,-0.0063,-0.1569,-0.0131,-0.0383,0.5151,0.0,0.2753,0.0001,2019-01-15T14:50:00,152.37
AAPL,20190118,152.5,PUT,2019-01-15T14:51:00,1.49,1.51,-0.4865,-0.2475,5.5581,-0.6323,0.6197,-49.4734,0.1032,-0.012,-0.1868,0.0056,0.0216,0.0,0.0,0.0,-0.0064,-0.1078,0.0337,0.0083,0.4965,0.0,0.277,0.0001,2019-01-15T14:51:00,152.55
AAPL,20190118,152.5,PUT,2019-01-15T14:52:00,1.48,1.51,-0.4865,-0.246,5.5575,-0.632,0.6196,-49.7922,0.1038,-0.0124,-0.1842,0.0058,0.0216,0.0,0.0,0.0,-0.0063,-0.1103,0.0337,0.0086,0.4964,0.0,0.2753,0.0004,2019-01-15T14:52:00,152.55
AAPL,20190118,152.5,PUT,2019-01-15T14:53:00,1.46,1.5,-0.4814,-0.2482,5.5558,-0.6255,0.6131,-49.6446,0.1028,-0.0304,0.1204,0.0197,0.0211,0.0,0.0,0.0,-0.0064,-0.2598,0.0466,0.0212,0.4914,0.0,0.2778,-0.0001,2019-01-15T14:53:00,152.6
AAPL,20190118,152.5,PUT,2019-01-15T14:54:00,1.5,1.51,-0.4865,-0.2476,5.5562,-0.6318,0.6193,-49.4905,0.1032,-0.012,-0.1867,0.0056,0.0216,0.0,0.0,0.0,-0.0064,-0.1078,0.0337,0.0084,0.4965,0.0,0.277,-0.0001,2019-01-15T14:54:00,152.55
AAPL,20190118,152.5,PUT,2019-01-15T14:55:00,1.5,1.53,-0.4906,-0.246,5.5558,-0.6369,0.6243,-49.5717,0.1039,0.0026,-0.4333,-0.0008,0.0221,0.0,0.0,0.0,-0.0063,-0.037,0.0233,-0.0018,0.5006,0.0,0.2753,-0.0002,2019-01-15T14:55:00,152.51
AAPL,20190118,152.5,PUT,2019-01-15T14:56:00,1.52,1.54,-0.4948,-0.246,5.5547,-0.642,0.6293,-49.3403,0.104,0.0177,-0.6828,-0.0031,0.0225,0.0,0.0,0.0,-0.0063,-0.0116,0.0129,-0.0122,0.5047,0.0,0.2753,-0.0005,2019-01-15T14:56:00,152.47
AAPL,20190118,152.5,PUT,2019-01-15T14:57:00,1.53,1.56,-0.4969,-0.2462,5.5537,-0.6445,0.6317,-49.1837,0.1039,0.0252,-0.8076,-0.0027,0.0228,0.0,0.0,0.0,-0.0063,-0.0167,0.0077,-0.0174,0.5068,0.0,0.2756,0.0001,2019-01-15T14:57:00,152.45
AAPL,20190118,152.5,PUT,2019-01-15T14:58:00,1.52,1.55,-0.4937,-0.247,5.5536,-0.6404,0.6277,-49.2342,0.1036,0.0139,-0.6206,-0.003,0.0224,0.0,0.0,0.0,-0.0064,-0.0134,0.0155,-0.0096,0.5037,0.0,0.2763,-0.0004,2019-01-15T14:58:00,152.48
AAPL,20190118,152.5,PUT,2019-01-15T14:59:00,1.46,1.48,-0.4813,-0.2471,5.552,-0.6245,0.6122,-49.9492,0.1034,-0.0309,0.1252,0.0201,0.021,0.0,0.0,0.0,-0.0063,-0.2651,0.0467,0.0214,0.4913,0.0,0.2763,0.0004,2019-01-15T14:59:00,152.6
AAPL,20190118,152.5,PUT,2019-01-15T15:00:00,1.42,1.45,-0.474,-0.2459,5.5482,-0.615,0.6031,-50.6028,0.1038,-0.0578,0.5645,0.0524,0.0202,0.0,0.0,0.0,-0.0063,-0.6174,0.065,0.0399,0.4839,0.0,0.2751,0.0001,2019-01-15T15:00:00,152.67
AAPL,20190118,152.5,PUT,2019-01-15T15:01:00,1.43,1.45,-0.4771,-0.2453,5.5491,-0.6187,0.6067,-50.5669,0.1041,-0.0468,0.3807,0.0374,0.0205,0.0,0.0,0.0,-0.0063,-0.4553,0.0573,0.0322,0.487,0.0,0.2744,0.0001,2019-01-15T15:01:00,152.64
AAPL,20190118,152.5,PUT,2019-01-15T15:02:00,1.43,1.47,-0.4772,-0.2471,5.5485,-0.6188,0.6067,-50.2046,0.1034,-0.0459,0.374,0.0365,0.0205,0.0,0.0,0.0,-0.0063,-0.4429,0.0571,0.0318,0.4871,0.0,0.2763,0.0006,2019-01-15T15:02:00,152.64
AAPL,20190118,152.5,PUT,2019-01-15T15:03:00,1.4,1.43,-0.4679,-0.2474,5.5423,-0.6069,0.5951,-50.6555,0.103,-0.0791,0.929,0.0887,0.0195,0.0,0.0,0.0,-0.0063,-1.006,0.0803,0.0551,0.4779,0.0,0.2768,0.0006,2019-01-15T15:03:00,152.73
AAPL,20190118,152.5,PUT,2019-01-15T15:04:00,1.45,1.48,-0.4783,-0.2481,5.5477,-0.6199,0.6078,-49.975,0.1031,-0.0418,0.3091,0.0316,0.0206,0.0,0.0,0.0,-0.0064,-0.3887,0.0544,0.0291,0.4882,0.0,0.2773,0.0005,2019-01-15T15:04:00,152.63
AAPL,20190118,152.5,PUT,2019-01-15T15:05:00,1.37,1.4,-0.4626,-0.246,5.5364,-0.5998,0.5883,-51.2507,0.1034,-0.0989,1.2477,0.1292,0.0189,0.0,0.0,0.0,-0.0063,-1.451,0.0937,0.0685,0.4725,0.0,0.2753,-0.0005,2019-01-15T15:05:00,152.78
AAPL,20190118,152.5,PUT,2019-01-15T15:06:00,1.39,1.41,-0.4658,-0.2473,5.5387,-0.6038,0.5922,-50.8399,0.1031,-0.0868,1.0551,0.1035,0.0193,0.0,0.0,0.0,-0.0063,-1.1676,0.0856,0.0604,0.4758,0.0,0.2766,-0.0001,2019-01-15T15:06:00,152.75
AAPL,20190118,152.5,PUT,2019-01-15T15:07:00,1.34,1.36,-0.4536,-0.2477,5.5252,-0.5882,0.5769,-51.3775,0.1023,-0.13,1.785,0.2112,0.018,0.0,0.0,0.0,-0.0063,-2.3207,0.1164,0.0911,0.4635,0.0,0.2775,-0.0001,2019-01-15T15:07:00,152.87
AAPL,20190118,152.5,PUT,2019-01-15T15:08:00,1.31,1.34,-0.4474,-0.247,5.5159,-0.5801,0.5691,-51.842,0.1023,-0.1525,2.1556,0.2811,0.0173,0.0,0.0,0.0,-0.0063,-3.0752,0.1321,0.1068,0.4573,0.0,0.277,0.0,2019-01-15T15:08:00,152.93
AAPL,20190118,152.5,PUT,2019-01-15T15:09:00,1.26,1.28,-0.4344,-0.2472,5.493,-0.5635,0.5529,-52.3905,0.1013,-0.1976,2.926,0.4556,0.016,0.0,0.0,0.0,-0.0063,-4.9195,0.1651,0.1397,0.4443,0.0,0.2783,-0.0006,2019-01-15T15:09:00,153.06
AAPL,20190118,152.5,PUT,2019-01-15T15:10:00,1.25,1.28,-0.4331,-0.2463,5.4899,-0.5617,0.5513,-52.6569,0.1016,-0.2027,2.9991,0.4761,0.0159,0.0,0.0,0.0,-0.0063,-5.1549,0.1682,0.1429,0.443,0.0,0.2773,-0.0005,2019-01-15T15:10:00,153.07
AAPL,20190118,152.5,PUT,2019-01-15T15:11:00,1.24,1.26,-0.4286,-0.2481,5.48,-0.5559,0.5455,-52.4682,0.1005,-0.2165,3.2652,0.5435,0.0155,0.0,0.0,0.0,-0.0063,-5.8197,0.1798,0.1543,0.4385,0.0,0.2797,0.0007,2019-01-15T15:11:00,153.12
AAPL,20190118,152.5,PUT,2019-01-15T15:12:00,1.25,1.27,-0.4306,-0.2483,5.4836,-0.5583,0.5479,-52.3543,0.1006,-0.2095,3.1483,0.5109,0.0157,0.0,0.0,0.0,-0.0063,-5.477,0.1747,0.1492,0.4406,0.0,0.2797,-0.0005,2019-01-15T15:12:00,153.1
AAPL,20190118,152.5,PUT,2019-01-15T15:13:00,1.27,1.3,-0.4382,-0.2467,5.4976,-0.5678,0.5571,-52.3713,0.1018,-0.1848,2.7023,0.4006,0.0163,0.0,0.0,0.0,-0.0063,-4.3507,0.1553,0.13,0.4481,0.0,0.2773,0.0004,2019-01-15T15:13:00,153.02
AAPL,20190118,152.5,PUT,2019-01-15T15:14:00,1.29,1.31,-0.4415,-0.2481,5.5028,-0.5719,0.5611,-51.9503,0.1016,-0.1724,2.5087,0.3536,0.0167,0.0,0.0,0.0,-0.0063,-3.8317,0.147,0.1217,0.4514,0.0,0.2785,0.0002,2019-01-15T15:14:00,152.99
AAPL,20190118,152.5,PUT,2019-01-15T15:15:00,1.27,1.3,-0.439,-0.246,5.4978,-0.5685,0.5579,-52.5215,0.1023,-0.1827,2.6553,0.3905,0.0164,0.0,0.0,0.0,-0.0063,-4.2571,0.1532,0.128,0.4489,0.0,0.2763,-0.0006,2019-01-15T15:15:00,153.01
AAPL,20190118,152.5,PUT,2019-01-15T15:16:00,1.28,1.32,-0.4406,-0.2488,5.5001,-0.5705,0.5597,-51.8772,0.1013,-0.175,2.5627,0.3645,0.0166,0.0,0.0,0.0,-0.0063,-3.9368,0.1493,0.1239,0.4505,0.0,0.2792,-0.0003,2019-01-15T15:16:00,153.0
AAPL,20190118,152.5,PUT,2019-01-15T15:17:00,1.27,1.29,-0.4374,-0.2477,5.4936,-0.5662,0.5556,-52.2601,0.1015,-0.1871,2.7551,0.411,0.0163,0.0,0.0,0.0,-0.0063,-4.4459,0.1575,0.1321,0.4473,0.0,0.2783,0.0006,2019-01-15T15:17:00,153.03
AAPL,20190118,152.5,PUT,2019-01-15T15:18:00,1.28,1.31,-0.4403,-0.2472,5.4981,-0.5698,0.5591,-52.2321,0.1019,-0.1774,2.5839,0.3713,0.0165,0.0,0.0,0.0,-0.0063,-4.0343,0.1501,0.1248,0.4502,0.0,0.2775,-0.0001,2019-01-15T15:18:00,153.0
AAPL,20190118,152.5,PUT,2019-01-15T15:19:00,1.31,1.34,-0.4465,-0.2483,5.5077,-0.5776,0.5666,-51.7291,0.1019,-0.1548,2.2137,0.2898,0.0172,0.0,0.0,0.0,-0.0063,-3.1551,0.1343,0.109,0.4565,0.0,0.2783,0.0001,2019-01-15T15:19:00,152.94
AAPL,20190118,152.5,PUT,2019-01-15T15:20:00,1.29,1.32,-0.4432,-0.2471,5.5019,-0.5732,0.5625,-52.1606,0.1022,-0.1673,2.4094,0.3324,0.0168,0.0,0.0,0.0,-0.0063,-3.625,0.1426,0.1173,0.4531,0.0,0.277,0.0,2019-01-15T15:20:00,152.97
AAPL,20190118,152.5,PUT,2019-01-15T15:21:00,1.29,1.32,-0.445,-0.2456,5.504,-0.5753,0.5645,-52.3896,0.103,-0.1622,2.3063,0.3122,0.0169,0.0,0.0,0.0,-0.0062,-3.4295,0.1381,0.113,0.4548,0.0,0.2753,-0.0005,2019-01-15T15:21:00,152.95
AAPL,20190118,152.5,PUT,2019-01-15T15:22:00,1.32,1.34,-0.4468,-0.2502,5.5064,-0.5776,0.5666,-51.3642,0.1013,-0.1525,2.1968,0.2838,0.0172,0.0,0.0,0.0,-0.0063,-3.0697,0.1336,0.1081,0.4568,0.0,0.2802,0.0003,2019-01-15T15:22:00,152.94
AAPL,20190118,152.5,PUT,2019-01-15T15:23:00,1.29,1.32,-0.4423,-0.2478,5.4985,-0.5717,0.5609,-52.0934,0.102,-0.17,2.465,0.3432,0.0167,0.0,0.0,0.0,-0.0063,-3.7301,0.1449,0.1196,0.4522,0.0,0.2778,-0.0006,2019-01-15T15:23:00,152.98
AAPL,20190118,152.5,PUT,2019-01-15T15:24:00,1.3,1.32,-0.4418,-0.2504,5.4972,-0.5711,0.5602,-51.5783,0.1009,-0.1696,2.4944,0.3456,0.0167,0.0,0.0,0.0,-0.0063,-3.7175,0.1462,0.1207,0.4518,0.0,0.2807,0.0004,2019-01-15T15:24:00,152.99
AAPL,20190118,152.5,PUT,2019-01-15T15:25:00,1.3,1.32,-0.4435,-0.249,5.4993,-0.573,0.5622,-51.8023,0.1016,-0.1648,2.3933,0.3256,0.0168,0.0,0.0,0.0,-0.0063,-3.527,0.1418,0.1164,0.4535,0.0,0.279,0.0,2019-01-15T15:25:00,152.97
AAPL,20190118,152.5,PUT,2019-01-15T15:26:00,1.3,1.32,-0.4426,-0.2496,5.4973,-0.5718,0.561,-51.7237,0.1013,-0.1674,2.4467,0.3361,0.0168,0.0,0.0,0.0,-0.0063,-3.629,0.1441,0.1186,0.4526,0.0,0.2797,-0.0005,2019-01-15T15:26:00,152.98
AAPL,20190118,152.5,PUT,2019-01-15T15:27:00,1.31,1.33,-0.4465,-0.2488,5.5027,-0.5765,0.5656,-51.7311,0.1019,-0.1547,2.2182,0.2893,0.0171,0.0,0.0,0.0,-0.0063,-3.1462,0.1343,0.109,0.4565,0.0,0.2785,0.0001,2019-01-15T15:27:00,152.94
AAPL,20190118,152.5,PUT,2019-01-15T15:28:00,1.27,1.3,-0.44,-0.2462,5.4912,-0.568,0.5574,-52.5933,0.1026,-0.1797,2.6106,0.3777,0.0164,0.0,0.0,0.0,-0.0062,-4.1231,0.1509,0.1258,0.4498,0.0,0.2761,0.0,2019-01-15T15:28:00,153.0
AAPL,20190118,152.5,PUT,2019-01-15T15:29:00,1.26,1.28,-0.4353,-0.2479,5.4821,-0.562,0.5515,-52.4585,0.1015,-0.1945,2.8882,0.4412,0.016,0.0,0.0,0.0,-0.0063,-4.7662,0.1628,0.1375,0.4452,0.0,0.2783,0.0,2019-01-15T15:29:00,153.05
AAPL,20190118,152.5,PUT,2019-01-15T15:30:00,1.29,1.31,-0.4432,-0.2476,5.4955,-0.5719,0.5612,-52.1751,0.1023,-0.1671,2.4162,0.3318,0.0167,0.0,0.0,0.0,-0.0063,-3.6153,0.1426,0.1174,0.4531,0.0,0.2773,-0.0002,2019-01-15T15:30:00,152.97
AAPL,20190118,152.5,PUT,2019-01-15T15:31:00,1.33,1.36,-0.4534,-0.2475,5.5096,-0.5846,0.5735,-51.7183,0.103,-0.1315,1.811,0.2139,0.0178,0.0,0.0,0.0,-0.0063,-2.3576,0.1169,0.0918,0.4633,0.0,0.2766,0.0002,2019-01-15T15:31:00,152.87
AAPL,20190118,152.5,PUT,2019-01-15T15:32:00,1.35,1.37,-0.4548,-0.2501,5.5108,-0.5863,0.5751,-51.1395,0.102,-0.125,1.7275,0.1974,0.018,0.0,0.0,0.0,-0.0063,-2.159,0.1135,0.0881,0.4647,0.0,0.2792,-0.0004,2019-01-15T15:32:00,152.86
AAPL,20190118,152.5,PUT,2019-01-15T15:33:00,1.36,1.38,-0.4568,-0.2504,5.5127,-0.5888,0.5775,-50.9795,0.102,-0.1176,1.6037,0.177,0.0182,0.0,0.0,0.0,-0.0063,-1.9401,0.1083,0.0828,0.4668,0.0,0.2795,-0.0001,2019-01-15T15:33:00,152.84
AAPL,20190118,152.5,PUT,2019-01-15T15:34:00,1.35,1.38,-0.4585,-0.2474,5.5138,-0.5906,0.5794,-51.5287,0.1034,-0.1135,1.5074,0.1643,0.0183,0.0,0.0,0.0,-0.0062,-1.8262,0.1041,0.079,0.4684,0.0,0.2761,0.0,2019-01-15T15:34:00,152.82
AAPL,20190118,152.5,PUT,2019-01-15T15:35:00,1.34,1.36,-0.4555,-0.2479,5.5097,-0.5867,0.5755,-51.5735,0.103,-0.1239,1.6882,0.1924,0.018,0.0,0.0,0.0,-0.0063,-2.1246,0.1117,0.0865,0.4654,0.0,0.2768,0.0,2019-01-15T15:35:00,152.85
AAPL,20190118,152.5,PUT,2019-01-15T15:36:00,1.34,1.38,-0.4594,-0.2468,5.5135,-0.5915,0.5802,-51.6239,0.1037,-0.1105,1.4519,0.1562,0.0184,0.0,0.0,0.0,-0.0062,-1.7435,0.1017,0.0767,0.4693,0.0,0.2753,0.0,2019-01-15T15:36:00,152.81
AAPL,20190118,152.5,PUT,2019-01-15T15:37:00,1.35,1.39,-0.4606,-0.2478,5.5141,-0.5928,0.5815,-51.3778,0.1034,-0.1059,1.3831,0.1455,0.0185,0.0,0.0,0.0,-0.0062,-1.6213,0.0988,0.0737,0.4705,0.0,0.2763,0.0,2019-01-15T15:37:00,152.8
AAPL,20190118,152.5,PUT,2019-01-15T15:38:00,1.39,1.41,-0.4678,-0.2476,5.5199,-0.6018,0.5902,-51.0534,0.1038,-0.0802,0.9497,0.0899,0.0192,0.0,0.0,0.0,-0.0062,-1.0221,0.0807,0.0556,0.4777,0.0,0.2758,-0.0003,2019-01-15T15:38:00,152.73
AAPL,20190118,152.5,PUT,2019-01-15T15:39:00,1.32,1.35,-0.4522,-0.247,5.503,-0.582,0.571,-51.9749,0.1033,-0.1361,1.8852,0.2268,0.0176,0.0,0.0,0.0,-0.0062,-2.5025,0.1199,0.0948,0.4621,0.0,0.2758,0.0002,2019-01-15T15:39:00,152.88
AAPL,20190118,152.5,PUT,2019-01-15T15:40:00,1.28,1.31,-0.4439,-0.2459,5.4901,-0.5713,0.5606,-52.6226,0.1032,-0.1666,2.3878,0.3268,0.0167,0.0,0.0,0.0,-0.0062,-3.5891,0.141,0.116,0.4537,0.0,0.2751,0.0002,2019-01-15T15:40:00,152.96
AAPL,20190118,152.5,PUT,2019-01-15T15:41:00,1.25,1.27,-0.4375,-0.2448,5.4785,-0.5631,0.5527,-53.1541,0.1032,-0.1898,2.7664,0.4147,0.016,0.0,0.0,0.0,-0.0062,-4.5481,0.1571,0.1322,0.4473,0.0,0.2744,-0.0002,2019-01-15T15:41:00,153.02
AAPL,20190118,152.5,PUT,2019-01-15T15:42:00,1.25,1.28,-0.4384,-0.2442,5.4794,-0.5641,0.5537,-53.2505,0.1036,-0.1872,2.7147,0.4031,0.0161,0.0,0.0,0.0,-0.0061,-4.4348,0.1548,0.13,0.4481,0.0,0.2736,-0.0001,2019-01-15T15:42:00,153.01
AAPL,20190118,152.5,PUT,2019-01-15T15:43:00,1.26,1.28,-0.4379,-0.2467,5.478,-0.5634,0.5529,-52.7637,0.1025,-0.1869,2.7452,0.406,0.0161,0.0,0.0,0.0,-0.0062,-4.423,0.1562,0.1311,0.4477,0.0,0.2763,0.0,2019-01-15T15:43:00,153.02
AAPL,20190118,152.5,PUT,2019-01-15T15:44:00,1.23,1.27,-0.4372,-0.2433,5.4758,-0.5622,0.5519,-53.5319,0.1039,-0.1924,2.7903,0.4227,0.0159,0.0,0.0,0.0,-0.0061,-4.663,0.158,0.1332,0.4469,0.0,0.2727,-0.0001,2019-01-15T15:44:00,153.02
AAPL,20190118,152.5,PUT,2019-01-15T15:45:00,1.22,1.26,-0.4342,-0.2438,5.4696,-0.5583,0.5481,-53.5741,0.1035,-0.2025,2.9673,0.466,0.0156,0.0,0.0,0.0,-0.0061,-5.1186,0.1655,0.1407,0.4439,0.0,0.2734,0.0004,2019-01-15T15:45:00,153.05
AAPL,20190118,152.5,PUT,2019-01-15T15:46:00,1.21,1.23,-0.4282,-0.2442,5.4567,-0.5507,0.5406,-53.7531,0.1028,-0.2229,3.3223,0.5604,0.0151,0.0,0.0,0.0,-0.0061,-6.1143,0.1808,0.1558,0.4379,0.0,0.2744,-0.0001,2019-01-15T15:46:00,153.11
AAPL,20190118,152.5,PUT,2019-01-15T15:47:00,1.18,1.2,-0.4219,-0.243,5.4415,-0.5425,0.5327,-54.2974,0.1028,-0.2461,3.698,0.6743,0.0144,0.0,0.0,0.0,-0.0061,-7.3529,0.197,0.1721,0.4315,0.0,0.2736,0.0001,2019-01-15T15:47:00,153.17
